county,category,taxonomic_group,taxonomic_subgroup,common_name,state_conservation_rank,global_conservation_rank,human_pop_county,human_growth_rate,land_area,water_area,pop_per_mi
Orange,Plant,Flowering Plants,Sedges,Bush's Sedge,S3,G4,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Emmons' Sedge,S3,G5T5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Muhlenberg's Veinless Sedge,S3,G5T5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Willdenow's Sedge,S2S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,American Bittersweet,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Prickly Hornwort,S3,G4?,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Yellow Harlequin,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Sessile Dodder,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Five-angled Dodder,S3,G4G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Red-rooted Flat Sedge,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Fragrant Flat Sedge,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Robbins Spike Rush,S3,G4G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Dwarf Umbrella Sedge,S3,G4,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Kidney-leaved Mud Plantain,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,American Alumroot,S3,G5T5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Great St. John's Wort,S3,G4T4,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Pale Vetchling,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Illinois Pinweed,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Violet Bush Clover,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Mudwort,S3,G4G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Stiff Yellow Flax,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Wild Lupine,S3,G5T4?,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Rushes,Hairy Wood Rush,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Rushes,Spiny Wood Rush,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Winged Monkey Flower,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Appalachian Sandwort,S3,G4,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Grasses,Wiry Panic Grass,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Slender Knotweed,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Small-flowered Crowfoot,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Strap-leaf Arrowhead,S3,G4,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Spreading Globeflower,S3,G5T3,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Lesser Bladderwort,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Zigzag Bladderwort,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Animal,Fish,Sturgeons and Paddlefish,Atlantic Sturgeon,S1,G3,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Animal,Amphibians,Frogs and Toads,Northern Cricket Frog,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Golden Eagle,"SHB,S1N",G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Animal,Birds,Owls,Short-eared Owl,S2,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Peregrine Falcon,S3B,G4,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Animal,Butterflies and Moths,Butterflies and Skippers,Hessel's Hairstreak,S1,G3G4,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Conifers,Conifers,Virginia Pine,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Ferns and Fern Allies,Ferns,Bradley's Spleenwort,SH,G4,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Ferns and Fern Allies,Quillworts,Northern Quillwort,S1,GNR,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Animal,Fish,Sturgeons and Paddlefish,Shortnose Sturgeon,S1,G3,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Northern Wild Comfrey,S1S2,G5T4T5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Orchids,Puttyroot,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Thickleaf Orach,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Screw-stem,S1,G5T5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Saltmarsh Bulrush,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Grasses,Side-oats Grama,S2,G5T5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Tall Bellflower,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Thicket Sedge,S1,G4G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Ambiguous Sedge,S3,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Frank's Sedge,S2,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Cloud Sedge,S1S2,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Mead's Sedge,SH,G4G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Reznicek's Sedge,S1S2,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Short's Sedge,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Straw Sedge,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Lined Sedge,SH,G4G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Bent Sedge,S1,G4G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Cat-tail Sedge,S2,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Scarlet Indian-paintbrush,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Fairywand,S1S2,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Rattlebox,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Globose Flatsedge,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Dwarf Bulrush,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Stiff Tick Trefoil,S1,G4G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,American Waterwort,S1,G4,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Ovate Spike Rush,S1S2,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Orchids,Small Whorled Pogonia,S1,G2?,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Rushes,Weak Rush,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Rushes,Spreading Rush,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Downy Lettuce,S1,G5?,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Orchids,Large Twayblade,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Stalked Bugleweed,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Lowland Yellow Loosestrife,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Orchids,Bayard's Adder's Mouth,S1,G1G2,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Virginia Bunchflower,SH,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Green Parrot's Feather,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Hudson River Water Nymph,S2,G5T1,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Carey's Smartweed,S1S2,G4,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Virginia Ground Cherry,SH,G5T5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Orchids,Hooker's Orchid,S1,G4,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Southern Snailseed Pondweed,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Swamp Buttercup,S1,GNR,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Common Roseroot,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Sedges,Georgia Bulrush,S1S2,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Hyssop-skullcap,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Sharp-tipped Blue-eyed Grass,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Grasses,Prairie Wedgegrass,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Field Pansy,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Plant,Flowering Plants,Other Flowering Plants,Winter Grape,S1,G5,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Animal,Mammals,Bats,Indiana Bat,S1,G2,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Animal,Mammals,Rodents,Allegheny Woodrat,S1,G3G4,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Animal,Mussels and Clams,Freshwater Mussels,Dwarf Wedgemussel,S1,G1G2,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orange,Animal,Reptiles,Turtles,Bog Turtle,S2,G3,390568,4.5851,2103893102,68032228,1.798257033081335e-4
Orleans,Animal,Birds,Sparrows and Towhees,Henslow's Sparrow,S3B,G4,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Upland Sandpiper,S3B,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Northern Harrier,"S3B,S3N",G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Animal,Birds,Wrens,Sedge Wren,S3B,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Bald Eagle,"S2S3B,S2N",G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Least Bittern,"S3B,S1N",G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Animal,Birds,Grebes,Pied-billed Grebe,"S3B,S1N",G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Ferns and Fern Allies,Ferns,Blunt-lobe Grape Fern,S2S3,G4,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Ferns and Fern Allies,Horsetails,Marsh Horsetail,S2,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Animal,Fish,Sturgeons and Paddlefish,Lake Sturgeon,S2S3,G3G4,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Animal,Fish,Darters and Sunfishes,Northern Sunfish,S1,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,Other Flowering Plants,Grass-leaved Water Plantain,S3S4,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,Other Flowering Plants,Pawpaw,S2,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,Other Flowering Plants,Swamp Birch,S2,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Smooth Beggar-ticks,S2,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,Other Flowering Plants,Purple Cress,S2S3,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,Other Flowering Plants,Goldenseal,S2,G3G4,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,Other Flowering Plants,Twinleaf,S2,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Animal,Mammals,Bats,Northern Long-eared Bat,S1,G1G2,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,Other Flowering Plants,Winged Monkey Flower,S3,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Animal,Birds,Owls,Short-eared Owl,S2,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Black Tern,S2B,G4,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Animal,Birds,Shrikes,Loggerhead Shrike,S1B,G4,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Animal,Fish,Sculpins,Spoonhead Sculpin,SH,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,Orchids,Puttyroot,S1,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,Orchids,Striped Coralroot,S1,G5T5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,Other Flowering Plants,Swamp Smartweed,S1S2,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,Orchids,Eastern Prairie Fringed Orchid,SH,G2G3,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,Other Flowering Plants,Swamp Buttercup,S1,GNR,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,Sedges,Georgia Bulrush,S1S2,G5,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Orleans,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Houghton's Goldenrod,S1,G3,39746,-7.246,1013366838,1103741900,1.8773716855728174e-5
Oswego,Animal,Birds,Sparrows and Towhees,Henslow's Sparrow,S3B,G4,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Upland Sandpiper,S3B,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Northern Harrier,"S3B,S3N",G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Birds,Wrens,Sedge Wren,S3B,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Bald Eagle,"S2S3B,S2N",G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Least Bittern,"S3B,S1N",G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Birds,Grebes,Pied-billed Grebe,"S3B,S1N",G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Birds,"Rails, Coots and Cranes",King Rail,S1B,G4,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Common Tern,S3B,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Ferns and Fern Allies,Horsetails,Marsh Horsetail,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Fish,Sturgeons and Paddlefish,Lake Sturgeon,S2S3,G3G4,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Fish,"Minnows, Shiners, Suckers",Lake Chubsucker,SH,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Fish,Mooneyes,Mooneye,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Fish,Darters and Sunfishes,Northern Sunfish,S1,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Orchids,Dragon's Mouth Orchid,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Pawpaw,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Purple Rock Cress,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Creeping Sedge,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Houghton's Sedge,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Schweinitz's Sedge,S2S3,G3G4,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Great Plains Flatsedge,S1S2,G5T5?,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Orchids,Ram's-head Lady's Slipper,S2,G3,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Little-leaf Tick Trefoil,S2S3,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Salt-marsh Spike Rush,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Prairie Smoke,S2,G5T5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Shrubby St. John's Wort,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Red Pondweed,S1S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Spotted Pondweed,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Bird's Eye Primrose,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Lake Cress,S2,G4?,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Sand Dune Willow,S2,G4,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Yellow Mountain Saxifrage,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Small Bur-reed,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Northern Bog Aster,S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Culver's Root,S2,G4,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Mammals,Bats,Northern Long-eared Bat,S1,G1G2,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Small Yellow Sedge,S3,G4,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Emmons' Sedge,S3,G5T5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,American Bittersweet,S3,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Prickly Hornwort,S3,G4?,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Robbins Spike Rush,S3,G4G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Many-flowered Marsh Pennywort,S3,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Great St. John's Wort,S3,G4T4,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Wild Lupine,S3,G5T4?,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Sooty Beak Sedge,S3S4,G4G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Pod Grass,S3,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Ontario Aster,S3,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Hiddenfruit Bladderwort,S3,G4G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Lesser Bladderwort,S3,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Piping Plover,S3B,G3,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Black Tern,S2B,G4,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Peregrine Falcon,S3B,G4,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Birds,Shrikes,Loggerhead Shrike,S1B,G4,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Butterflies and Moths,Moths,Bogbean Buckmoth,S1,G1Q,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Fish,Sculpins,Spoonhead Sculpin,SH,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Animal,Fish,Salmon and Trout,Round Whitefish,S1S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Orchids,Puttyroot,S1,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Orchids,Calypso,SH,G5T5?,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Northern Bog Sedge,S1,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Livid Sedge,S1,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Straw Sedge,S1,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Sparse-flowered Sedge,S1,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Dwarf Bulrush,S1,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Stiff Tick Trefoil,S1,G4G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Wright's Spike Rush,S1,G2,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Ovate Spike Rush,S1S2,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Sedges,Angled Spike Rush,S1,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
Oswego,Plant,Flowering Plants,Other Flowering Plants,Minute Duckweed,S1,G5,116342,-4.7447,2464751380,933476017,3.4236084407626236e-5
